,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic,free,size_megabytes,game
61,0.99,18943,1787,3.5,4.5,1,4,1,47,0,1,True,0,12.936434745788574,1
62,0.0,126312,22,3.5,3.0,9,4,5,37,5,8,True,1,127.4951171875,0
63,4.99,35735,378,4.0,4.5,1,4,1,40,0,0,True,0,52.6484375,1
64,4.99,410,7,3.0,2.5,4,4,5,37,5,1,True,0,44.7490234375,0
65,12.99,1390,143,4.5,5.0,7,4,5,37,5,33,True,0,60.3515625,0
66,0.0,38,2,3.5,5.0,5,4,5,37,5,4,True,1,50.951171875,0
67,0.0,233270,14625,4.5,4.5,2,4,5,37,0,2,True,1,37.67578125,0
68,21.99,64,0,4.5,0.0,4,4,5,37,5,2,True,0,200.3564453125,0
69,0.0,109349,1540,3.5,5.0,6,12,5,37,5,1,True,1,34.712890625,0
70,0.0,2229,4,3.5,1.0,6,17,5,37,0,1,True,1,109.8095703125,0
71,1.99,14970,24,3.5,4.5,24,4,5,37,0,1,True,0,53.865234375,0
72,0.0,144214,2162,3.5,4.0,10,4,5,37,1,43,True,1,173.5126953125,0
73,0.0,232940,683,4.0,4.5,5,4,5,37,5,1,True,1,155.345703125,0
74,0.0,48407,20,3.0,3.5,5,12,5,37,0,1,False,1,93.5634765625,0
75,0.99,5531,37,3.5,2.5,4,4,5,40,3,13,True,0,51.5830078125,0
76,1.99,3393,77,4.0,4.0,5,4,3,43,5,1,True,0,47.83203125,0
77,0.0,65016,274,3.5,5.0,3,4,5,38,4,17,True,1,22.8271484375,0
78,0.99,187529,1071,4.0,4.0,1,9,2,43,5,1,True,0,138.5625,0
79,0.0,33969,466,3.5,5.0,5,4,5,37,0,17,True,1,133.865234375,0
80,0.0,48822,193,3.5,4.0,8,4,5,37,0,1,True,1,268.2158203125,0
81,1.99,59155,101,4.5,2.5,3,4,1,40,5,1,True,0,63.60546875,1
82,0.0,252076,80,3.5,4.5,5,4,5,37,5,9,True,1,161.8837890625,0
83,1.99,4913,1,4.0,4.0,3,9,1,37,3,15,True,0,39.759765625,1
84,0.0,1744,0,3.5,0.0,10,4,5,37,0,1,True,1,117.193359375,0
85,0.99,16567,1155,4.5,4.5,2,4,1,43,4,1,True,0,53.21875,1
86,0.0,187315,9,2.0,4.0,17,17,1,37,5,9,True,1,180.203125,1
87,2.99,4781,1,4.5,5.0,3,4,5,37,5,10,True,0,21.158203125,0
88,3.99,94,4,4.5,4.5,11,4,1,37,0,1,True,0,63.095703125,1
89,0.99,29554,55,4.0,5.0,3,4,4,37,0,3,True,0,26.83203125,0
90,0.99,32988,2489,4.0,4.0,1,12,1,47,5,1,True,0,26.667061805725098,1
91,0.0,373519,127,3.5,4.0,6,4,5,37,0,32,True,1,127.06640625,0
92,0.0,334293,919,4.0,4.0,8,17,5,37,5,16,True,1,144.5517578125,0
93,1.99,2302,3,3.5,5.0,5,4,4,37,5,1,True,0,25.8154296875,0
94,0.0,60659,57,3.0,2.5,17,17,5,37,5,10,True,1,96.568359375,0
95,2.99,2562,10,4.0,4.5,5,4,1,37,5,4,True,0,160.400390625,1
96,4.99,3042,6,3.5,4.0,3,4,5,37,5,11,True,0,16.67578125,0
97,0.99,338,12,2.5,2.0,5,4,5,43,0,1,True,0,4.9921875,0
98,2.99,16434,3,4.5,4.5,17,4,5,37,0,9,True,0,226.8916015625,0
99,2.99,10046,7,4.5,5.0,17,4,5,37,0,9,True,0,222.6962890625,0
100,0.0,29107,85,3.0,4.0,11,12,5,37,5,10,True,1,105.3056640625,0
101,1.99,878,48,4.0,4.5,8,17,1,38,5,1,True,0,45.5615234375,1
102,0.99,1140,20,3.5,3.5,3,4,1,37,4,1,True,0,21.228515625,1
103,2.99,35074,403,4.5,4.0,3,4,1,43,0,6,True,0,411.76953125,1
104,0.0,59639,11,3.0,2.5,10,17,5,37,4,1,True,1,114.7822265625,0
105,4.99,2913,357,4.0,5.0,7,4,5,43,5,1,True,0,86.62109375,0
106,0.0,39722,0,3.0,0.0,5,4,4,37,5,1,True,1,29.3701171875,0
107,0.0,81006,25,3.5,3.0,4,4,2,37,0,1,True,1,144.3837890625,0
108,0.0,53465,204,3.5,4.0,2,4,1,37,5,1,True,1,44.708984375,1
109,0.99,395261,88,4.5,4.5,3,4,1,37,0,1,True,0,46.4833984375,1
110,1.99,2021,147,4.5,4.5,3,4,5,37,4,12,True,0,16.3515625,0
111,0.0,182,0,3.0,0.0,6,17,2,37,5,3,True,1,24.61328125,0
112,0.0,291787,589,4.0,5.0,8,4,2,37,4,1,True,1,78.12890625,0
113,1.99,2441,4,4.0,5.0,9,17,5,38,4,12,True,0,18.55078125,0
114,0.99,1372,25,4.0,4.0,1,12,1,37,2,1,True,0,113.185546875,1
116,0.0,200047,177,4.0,4.0,7,4,5,37,0,1,True,1,106.1201171875,0
117,0.0,112,0,3.5,0.0,5,12,5,37,5,17,True,1,104.5380859375,0
118,0.0,148160,63,4.5,3.5,9,4,5,37,5,1,True,1,115.1328125,0
119,0.0,108507,628,3.0,3.0,5,4,5,37,5,2,True,1,65.318359375,0
120,0.0,46,0,3.0,0.0,7,4,2,37,5,1,True,1,116.4951171875,0
121,0.0,51427,874,4.0,5.0,7,4,4,37,5,1,True,1,116.6494140625,0
122,0.99,53821,165,3.5,4.0,1,12,1,43,1,1,False,0,16.22265625,1
123,0.0,38681,563,4.0,4.5,4,4,5,37,3,28,True,1,3.5205078125,0
124,0.99,17776,6,4.0,5.0,4,4,1,37,0,11,True,0,29.93359375,1
125,0.0,287589,73088,4.5,4.5,2,4,5,12,0,35,True,1,128.7880859375,0
126,2.99,7308,15,4.0,4.5,1,4,5,37,5,30,True,0,53.2294921875,0
127,0.0,342969,88478,4.5,4.5,10,4,5,37,5,1,True,1,126.48828125,0
128,4.99,6093,3,4.0,5.0,1,4,1,37,5,7,True,0,258.1875,1
129,4.99,5452,39,4.5,4.5,2,9,1,38,5,1,True,0,37.982421875,1
130,0.0,43064,216,3.0,2.5,3,4,5,37,0,2,True,1,54.6728515625,0
131,0.0,64,9,4.5,5.0,4,4,5,37,5,14,True,1,38.8310546875,0
132,0.0,220,2,4.5,5.0,9,4,5,37,5,13,True,1,134.5986328125,0
133,0.0,114096,2157,4.5,4.0,3,4,1,37,5,3,True,1,139.4541015625,1
134,9.99,1296,4,4.0,5.0,4,4,5,37,4,13,True,0,49.8720703125,0
135,2.99,1293,31,4.0,5.0,12,4,5,37,5,11,True,0,15.576171875,0
136,0.0,19946,13,4.0,2.5,7,4,5,37,5,1,True,1,156.767578125,0
137,0.0,88613,392,4.0,4.5,6,4,2,37,5,1,True,1,43.5947265625,0
138,0.99,107727,55,3.5,4.5,1,4,1,37,3,1,True,0,15.3408203125,1
139,0.99,21416,974,4.5,4.5,1,4,1,43,0,5,True,0,213.4375,1
140,2.99,533,27,4.0,4.0,2,4,1,37,3,9,True,0,21.1328125,1
141,2.99,32650,754,3.5,3.5,2,12,5,43,1,1,True,0,19.59064483642578,0
142,0.0,164963,69,3.5,4.0,8,4,5,37,5,3,True,1,124.5859375,0
143,1.99,141,15,3.0,3.0,4,4,5,40,0,1,True,0,8.48828125,0
144,0.0,80424,46,4.0,4.5,10,4,5,37,5,2,True,1,172.138671875,0
145,0.99,17190,180,4.0,4.5,1,4,1,40,0,1,True,0,18.93359375,1
146,0.99,7973,127,4.0,5.0,1,4,1,40,5,15,True,0,40.9375,1
147,2.99,19621,1191,4.0,4.5,2,4,1,37,5,1,True,0,34.9931640625,1
148,3.99,7315,138,4.0,4.5,2,4,1,37,5,6,True,0,34.9501953125,1
149,0.0,118,0,3.0,0.0,4,12,5,37,5,1,True,1,87.44921875,0
150,0.0,290996,150,3.5,3.5,5,4,5,37,5,2,True,1,49.1513671875,0
151,3.99,2785,90,4.0,4.0,1,4,5,37,5,26,True,0,7.91796875,0
152,6.99,54408,65,3.5,2.0,1,12,1,37,5,8,True,0,410.2021484375,1
153,9.99,8138,107,4.0,4.5,2,4,1,37,5,13,True,0,66.7197265625,1
154,0.0,123190,68841,3.0,3.0,1,4,3,47,0,1,True,1,0.7315883636474609,0
155,0.99,23810,582,3.5,4.0,1,12,1,45,0,1,True,0,12.394550323486328,1
156,0.0,54192,32,4.0,2.0,8,4,5,37,0,1,True,1,133.0810546875,0
157,0.0,20953,481,4.0,4.0,8,4,5,37,5,1,True,1,124.353515625,0
158,9.99,71609,99,4.5,4.0,11,12,5,37,4,14,True,0,97.2041015625,0
159,0.0,32881,7,3.5,2.0,5,12,5,37,5,1,True,1,50.498046875,0
160,0.0,23201,14,2.5,2.0,3,17,5,37,5,5,True,1,76.6845703125,0
161,0.0,17906,4,3.0,3.0,8,4,5,37,5,1,True,1,130.951171875,0
163,1.99,18920,3014,3.5,4.5,1,9,1,47,0,1,True,0,26.46090793609619,1
164,0.99,30,0,3.0,0.0,3,4,5,37,0,3,True,0,114.10546875,0
165,0.0,77,1,3.0,4.0,3,4,5,37,0,3,True,1,114.03515625,0
166,0.0,104539,11,4.5,4.5,5,4,5,37,5,13,True,1,75.6416015625,0
167,0.99,4016,1,4.0,5.0,5,12,4,37,5,1,True,0,12.224609375,0
168,1.99,299,28,4.0,4.5,3,4,5,38,0,1,True,0,17.32421875,0
169,1.99,5758,9,4.0,3.0,2,12,1,40,0,1,True,0,242.0751953125,1
170,0.0,5565,140,4.5,4.5,0,9,1,37,5,17,True,1,65.8828125,1
171,0.99,213092,51,3.5,4.5,1,9,1,37,3,1,True,0,8.1767578125,1
172,0.0,150158,3392,4.5,5.0,5,4,5,37,2,8,True,1,121.3876953125,0
173,4.99,6046,446,4.0,4.0,1,12,1,47,0,1,True,0,77.60467338562012,1
174,0.0,345046,3040,4.5,4.5,4,4,5,37,5,36,True,1,89.7783203125,0
175,0.99,35930,262,3.5,4.0,114,12,1,43,0,1,True,0,12.604707717895508,1
176,0.99,22557,526,4.0,4.0,1,4,1,47,0,1,True,0,20.036897659301758,1
177,0.99,292,1,3.0,5.0,9,17,5,37,1,1,True,0,34.3310546875,0
178,0.0,878563,8253,4.5,4.5,8,12,5,37,5,18,True,1,126.3720703125,0
179,0.0,22,0,3.5,0.0,4,4,5,37,0,30,True,1,35.287109375,0
180,0.0,10472,58,3.5,2.0,8,17,5,37,5,1,False,1,61.17578125,0
181,0.0,115,70,4.0,5.0,5,17,5,37,4,1,False,1,96.1103515625,0
182,1.99,13915,205,4.5,5.0,5,4,5,37,2,8,True,0,117.9873046875,0
183,1.99,6780,68,4.0,4.5,1,9,1,38,0,5,True,0,120.4609375,1
184,7.99,1701,35,4.0,4.5,6,4,5,37,5,21,True,0,76.181640625,0
185,1.99,6,0,3.5,0.0,4,4,5,37,0,8,True,0,6.12109375,0
186,0.0,19,0,3.0,0.0,6,4,5,37,5,1,True,1,70.6611328125,0
187,4.99,3483,79,4.5,5.0,5,4,5,37,0,14,True,0,12.337890625,0
188,0.0,2838,26,3.0,2.5,6,4,4,37,5,12,True,1,50.9150390625,0
189,0.0,117889,725,3.0,4.5,3,4,2,38,1,1,True,1,113.0087890625,0
190,0.99,50710,309,3.5,4.0,1,9,1,45,0,1,True,0,98.41697216033936,1
191,2.99,3960,0,4.5,0.0,5,4,5,37,0,1,True,0,23.4365234375,0
192,0.0,24258,305,3.0,2.5,2,4,2,37,0,1,True,1,91.6416015625,0
193,0.0,37522,39,4.0,3.0,8,4,5,37,4,1,True,1,74.1005859375,0
194,0.0,49578,16,3.5,3.0,50,4,5,37,5,20,True,1,172.4287109375,0
195,0.99,626,44,4.0,5.0,2,4,2,38,5,2,True,0,53.78515625,0
196,1.99,9286,49,4.0,3.5,4,4,1,38,5,1,True,0,218.6513671875,1
197,0.0,190670,19,3.5,2.5,9,17,5,37,3,45,True,1,124.931640625,0
198,19.99,2429,8,4.5,3.5,10,4,5,37,5,16,True,0,50.6376953125,0
200,0.0,12811,134,3.5,1.5,5,4,5,37,0,22,True,1,103.1552734375,0
201,1.99,32338,261,4.0,4.5,9,4,4,37,0,10,True,0,85.0556640625,0
202,4.99,262,43,4.0,4.0,1,12,1,40,5,1,True,0,13.015625,1
203,0.99,9657,47,4.5,4.5,2,4,1,38,0,12,True,0,117.8212890625,1
204,2.99,18332,1007,4.5,5.0,3,4,1,37,5,2,True,0,1.5341796875,1
205,0.0,53620,2872,4.0,5.0,9,12,5,38,0,15,True,1,47.845703125,0
206,0.99,38533,36,2.5,3.5,4,4,4,37,4,11,True,0,96.494140625,0
207,0.99,40,0,3.5,0.0,1,4,5,37,4,7,True,0,14.619140625,0
208,1.99,472,0,4.0,0.0,2,4,1,37,5,1,True,0,30.3701171875,1
209,0.0,303856,7027,4.5,4.5,4,4,5,37,0,2,True,1,128.77734375,0
210,0.0,2070,0,2.5,0.0,6,4,5,37,0,1,True,1,52.1171875,0
211,2.99,7941,76,4.0,3.5,1,4,1,47,0,1,True,0,8.041603088378906,1
212,0.0,136833,64,3.5,4.5,5,12,5,37,5,6,True,1,220.0322265625,0
213,0.0,112886,298,3.5,1.5,5,12,5,37,1,1,True,1,76.49609375,0
214,0.0,26353,3,3.5,2.5,5,4,5,37,5,2,True,1,141.3359375,0
215,0.0,171055,31,3.0,3.5,5,12,2,38,1,1,True,1,19.83203125,0
216,2.99,4540,140,4.0,4.5,2,9,1,43,5,15,True,0,26.640625,1
217,0.0,1926,2,3.0,3.0,10,4,5,38,5,3,True,1,198.6591796875,0
218,3.99,14345,100,4.0,2.5,4,12,5,37,0,1,True,0,32.24609375,0
219,4.99,1340,288,4.5,5.0,1,4,5,38,0,1,True,0,19.3583984375,0
220,3.99,31912,154,4.5,5.0,7,4,5,37,5,9,True,0,96.6513671875,0
221,0.0,354058,452,3.5,4.0,6,17,5,37,2,33,True,1,200.814453125,0
222,0.0,248,0,4.0,0.0,22,4,5,37,4,1,True,1,105.09375,0
223,0.0,11691,44,3.5,4.5,3,12,5,37,5,1,True,1,74.431640625,0
224,1.99,381,6,3.0,2.0,2,12,2,38,0,1,True,0,9.4853515625,0
225,0.0,18884,451,4.0,4.5,1,9,2,37,0,1,True,1,42.583984375,0
226,2.99,7410,82,4.0,4.5,1,9,5,37,5,1,True,0,28.962890625,0
227,1.99,15175,308,4.0,4.0,4,4,1,38,0,6,True,0,358.7451171875,1
228,0.99,3166,34,4.0,4.5,6,4,5,37,5,5,True,0,92.330078125,0
229,0.0,88885,333,4.5,4.0,6,12,5,37,5,1,True,1,161.302734375,0
230,9.99,882,85,5.0,5.0,2,12,1,43,5,1,True,0,347.60546875,1
231,3.99,1729,599,4.0,4.5,7,17,5,37,5,3,True,0,42.0908203125,0
232,0.0,43682,19,3.5,2.5,2013,4,5,37,5,1,True,1,106.8828125,0
233,0.99,861,70,2.0,2.5,4,4,2,40,4,1,True,0,94.359375,0
234,0.0,7469,68,3.5,5.0,5,12,5,37,0,2,True,1,74.087890625,0
235,0.0,4186,6,3.5,4.5,17,4,5,37,0,1,True,1,90.119140625,0
236,0.0,4885,0,3.5,0.0,6,12,2,38,0,2,True,1,195.46484375,0
237,4.99,3970,509,4.0,4.0,2,17,1,40,3,5,True,0,31.27734375,1
238,0.0,135744,594,4.0,4.5,5,4,5,37,4,7,True,1,100.14453125,0
239,0.0,18841,0,4.0,0.0,7,4,5,38,2,29,True,1,21.517578125,0
240,3.99,1438,171,4.0,4.0,9,4,5,37,3,10,True,0,50.1943359375,0
241,0.0,10298,7,4.5,3.5,7,4,5,37,0,15,True,1,144.375,0
242,0.99,1842,23,3.5,2.5,1,4,5,38,1,1,True,0,45.130859375,0
243,1.99,2548,5,4.0,4.0,4,4,3,37,5,1,True,0,57.07421875,0
244,0.99,319,12,3.0,5.0,2,12,1,38,5,5,True,0,26.51953125,1
245,0.0,34507,38,3.5,5.0,5,12,5,37,0,1,True,1,58.1513671875,0
246,0.99,26482,331,3.5,2.5,1,4,1,37,0,6,True,0,185.3818359375,1
247,0.0,273,0,3.0,0.0,5,12,5,37,5,1,True,1,47.1787109375,0
248,2.99,8331,24,4.0,3.5,11,12,5,37,3,15,True,0,140.302734375,0
249,0.99,17023,916,4.0,4.5,2,4,1,40,0,1,True,0,119.6015625,1
250,4.99,1101,8,4.0,4.0,7,4,1,38,5,1,True,0,60.3837890625,1
251,0.99,1193,1,4.0,2.0,3,17,1,40,5,1,True,0,14.6044921875,1
252,0.0,35,0,2.5,0.0,12,17,5,37,3,1,True,1,66.58203125,0
253,1.99,4088,436,4.0,4.5,1,4,1,47,4,1,True,0,31.32716178894043,1
254,4.99,63943,31264,4.0,4.0,1,17,1,47,0,1,True,0,50.3743782043457,1
255,0.0,70286,51,3.0,4.0,17,4,5,37,0,1,True,1,139.720703125,0
256,0.0,1150,0,2.5,0.0,5,4,5,37,5,19,True,1,23.6005859375,0
257,0.0,54630,280,2.5,4.5,12,4,5,37,4,1,True,1,85.3701171875,0
258,0.0,98777,233,3.0,4.0,5,4,2,37,2,12,True,1,38.8359375,0
259,0.99,649,11,4.0,4.0,3,4,4,37,5,1,True,0,69.935546875,0
260,0.0,60236,58,3.0,4.5,5,12,2,37,0,1,True,1,80.01953125,0
261,0.0,115,0,3.5,0.0,17,4,5,37,5,1,True,1,73.09375,0
262,0.99,26732,1428,4.0,4.5,1,17,1,43,0,1,True,0,35.610445976257324,1
263,1.99,2722,1,4.5,5.0,2,4,5,37,0,1,True,0,24.9267578125,0
264,0.0,11013,76,3.5,5.0,5,4,5,37,0,1,True,1,102.822265625,0
265,0.0,507706,181,4.5,4.5,7,4,5,37,5,19,True,1,145.626953125,0
266,0.0,397,0,4.5,0.0,4,4,5,37,0,16,True,1,106.8349609375,0
267,9.99,196,3,4.0,5.0,4,4,5,38,5,2,True,0,34.203125,0
268,3.99,24553,2620,4.0,4.5,39,9,5,38,5,26,True,0,47.296875,0
269,2.99,12557,6,3.5,5.0,337,4,4,37,5,15,True,0,108.796875,0
270,0.0,26227,7,4.0,4.5,6,9,5,37,4,14,True,1,87.0390625,0
271,4.99,28388,7009,5.0,5.0,2,4,5,38,5,9,True,0,8.4130859375,0
272,2.99,282,1,4.0,5.0,3,4,5,38,4,1,True,0,66.29296875,0
273,0.99,19296,7,4.0,4.0,1,4,1,37,3,1,True,0,7.4072265625,1
274,0.0,183425,4724,4.5,5.0,7,12,2,37,5,10,True,1,84.59375,0
275,0.0,824451,107,4.5,3.0,7,4,1,38,0,10,True,1,167.814453125,1
276,0.0,512,6,3.5,5.0,17,4,5,38,0,2,True,1,80.86328125,0
277,2.99,315,0,3.5,0.0,5,4,5,37,0,31,True,0,26.7001953125,0
278,0.0,268,0,3.5,0.0,38,4,5,37,5,6,True,1,125.373046875,0
279,1.99,438,295,4.5,4.5,2,4,1,45,0,1,True,0,5.164146423339844,1
280,0.0,187,0,3.5,0.0,9,4,5,37,5,3,True,1,120.990234375,0
281,4.99,15142,73,4.0,4.0,4,17,1,38,5,6,True,0,838.1689453125,1
282,0.0,30552,18,3.0,2.5,4,4,5,37,0,1,True,1,84.6611328125,0
283,2.99,9744,42,3.5,3.0,1,12,1,37,4,6,True,0,775.1064453125,1
284,0.0,13482,2517,4.5,4.5,3,4,3,38,5,8,True,1,27.291015625,0
285,0.0,17516,125,3.5,5.0,7,4,5,37,5,1,True,1,6.7822265625,0
286,0.0,186653,226,3.5,3.5,2,4,1,43,0,1,True,1,32.479063987731934,1
287,0.99,10031,142,4.0,5.0,4,4,2,43,0,1,True,0,20.45703125,0
288,0.0,81,0,3.0,0.0,5,4,2,37,5,1,True,1,93.3447265625,0
289,0.99,9854,823,4.0,4.0,1,4,1,47,0,1,True,0,21.266003608703613,1
290,2.99,1093,106,4.0,4.5,1,9,5,38,0,1,True,0,9.7578125,0
291,2.99,4475,95,4.5,4.5,5,4,5,37,5,2,True,0,126.3427734375,0
292,2.99,9405,1089,4.0,4.5,3,4,1,37,5,1,True,0,44.9970703125,1
293,1.99,2417,1366,4.5,4.5,6,4,5,38,2,1,True,0,95.4140625,0
294,0.99,2923,300,4.5,4.5,7,4,5,37,0,7,True,0,166.740234375,0
295,2.99,8657,1468,3.5,4.0,3,9,2,38,4,1,True,0,13.08984375,0
296,0.99,70,1,2.0,1.0,2,4,4,37,4,5,True,0,10.8427734375,0
297,0.0,162,32,4.0,5.0,5,17,5,37,5,2,True,1,148.6376953125,0
298,0.99,5,0,4.0,0.0,2,4,5,40,0,2,True,0,36.9248046875,0
299,0.99,12354,1428,4.0,4.5,3,12,1,47,0,1,True,0,17.051000595092773,1
300,0.0,269,0,3.0,0.0,8,12,5,37,0,1,True,1,92.1591796875,0
302,0.99,426463,680,5.0,4.0,1,9,1,38,0,5,True,0,100.498046875,1
303,0.0,7265,11,3.5,4.0,7,17,5,37,5,2,True,1,190.33984375,0
304,0.0,844,1,4.0,1.0,9,17,5,37,5,2,True,1,233.189453125,0
305,0.0,101,1,4.0,5.0,7,12,2,37,5,1,True,1,117.7314453125,0
306,0.0,34428,23,4.5,4.0,5,17,5,37,4,30,True,1,150.3232421875,0
307,1.99,36946,152,4.5,4.0,1,4,1,38,5,3,True,0,72.109375,1
308,0.0,21090,1325,4.5,5.0,7,4,5,37,4,1,True,1,64.99609375,0
309,2.99,653,8,4.5,4.5,3,12,1,37,1,31,True,0,80.556640625,1
310,3.99,1118,29,4.5,5.0,3,4,3,37,5,29,True,0,95.71875,0
311,1.99,348,33,4.0,4.0,1,4,5,40,0,1,False,0,7.00390625,0
312,1.99,207,50,3.5,3.0,3,9,5,40,0,34,True,0,23.934632301330566,0
313,0.0,5000,23,4.5,4.5,2,12,5,37,5,10,True,1,41.4267578125,0
314,3.99,15188,272,4.5,4.0,5,12,5,37,0,2,True,0,79.966796875,0
315,0.0,18572,307,4.5,4.5,3,12,5,37,3,1,True,1,113.46875,0
316,4.99,6403,491,4.5,4.5,2,4,1,43,5,1,True,0,72.85546875,1
317,0.0,417779,914,4.5,4.5,17,12,5,37,4,10,True,1,121.4814453125,0
318,4.99,9,1,5.0,5.0,9,12,3,38,5,5,True,0,46.5576171875,0
319,0.99,107,0,2.5,0.0,1,4,2,37,5,1,True,0,29.5419921875,0
320,1.99,72,72,2.0,2.0,1,4,5,47,0,1,True,0,7.699212074279785,0
321,2.99,2044,10,3.5,3.0,5,9,1,37,5,1,True,0,14.9501953125,1
